Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
28,Female,Divorced,Other,Employed,136952.02,297809.92,Other,611,7,2,0
36,Female,Widowed,Master,Employed,3480309.65,10619935.1,Car,664,9,0,1
46,Male,Widowed,Bachelor,Self-employed,134877.9,248444.1,Personal,591,7,0,0
31,Male,Married,Bachelor,Employed,1198761.25,5637602.73,Other,745,4,1,0
41,Male,Married,Bachelor,Employed,1681822.75,3051655.29,Personal,380,2,5,0
19,Male,Widowed,Bachelor,Self-employed,4003801.29,19406050.81,Other,466,2,3,0
38,Male,Divorced,High School,Employed,75408.45,335871.58,Education,301,7,1,0
34,Female,Married,High School,Self-employed,368586.26,1217313.45,Car,300,4,1,0
55,Female,Widowed,High School,Unemployed,1976180.16,2074181.73,Home,482,3,6,0
69,Male,Married,Bachelor,Employed,98779.44,411888.53,Business,408,5,4,0
33,Female,Widowed,Bachelor,Student,2197097.18,636738.09,Education,572,6,0,1
68,Female,Divorced,Master,Employed,1397837.4,2191434.0,Education,632,5,2,0
53,Male,Divorced,Master,Employed,4859864.37,20153317.31,Business,606,5,1,1
58,Female,Divorced,Master,Self-employed,303812.61,696077.14,Car,305,2,6,0
37,Male,Widowed,Bachelor,Employed,1586540.36,4513525.54,Car,825,9,1,1
27,Female,Widowed,Bachelor,Unemployed,69403.12,137633.64,Other,445,5,0,0
18,Female,Widowed,Bachelor,Self-employed,511934.44,1560806.35,Education,720,6,1,0
44,Male,Widowed,Other,Employed,1340137.04,5847949.97,Personal,670,5,0,0
20,Male,Widowed,High School,Employed,598586.62,2280345.11,Other,510,9,1,0
39,Female,Single,Bachelor,Employed,2952474.82,8376464.79,Other,648,5,0,1
57,Female,Widowed,PhD,Self-employed,2854661.27,1780203.03,Education,301,9,0,1
33,Male,Widowed,High School,Retired,1467679.68,2040895.01,Education,682,3,1,1
69,Female,Single,Bachelor,Employed,630840.83,1785474.45,Other,683,7,1,1
24,Female,Divorced,Bachelor,Unemployed,187840.3,114649.06,Business,348,1,2,0
63,Female,Married,High School,Self-employed,71335.84,225165.78,Business,721,7,0,0
31,Female,Married,Master,Employed,108960.39,265969.58,Car,819,7,0,1
47,Female,Widowed,Bachelor,Employed,117119.51,410568.12,Home,830,7,1,0
63,Female,Single,Master,Student,995571.31,3740444.24,Personal,642,0,0,0
18,Female,Married,High School,Employed,470302.14,1969980.06,Business,824,3,2,1
66,Male,Divorced,High School,Self-employed,1023660.78,5028998.63,Education,566,8,1,0
47,Female,Divorced,Master,Employed,283838.3,391916.61,Home,649,3,0,1
68,Male,Widowed,High School,Employed,753549.63,526089.2,Business,387,6,4,0
36,Male,Married,Bachelor,Unemployed,134598.61,344755.23,Other,430,2,6,0
69,Female,Married,Bachelor,Self-employed,1880443.86,1966700.11,Personal,353,4,0,1
42,Male,Divorced,Bachelor,Employed,58985.53,128554.06,Business,813,1,0,1
45,Female,Single,Bachelor,Employed,111189.25,366917.73,Home,406,3,5,0
59,Male,Single,Bachelor,Self-employed,159373.81,408900.59,Education,466,2,4,0
39,Female,Divorced,High School,Employed,483510.39,1810191.72,Personal,685,2,0,0
68,Male,Single,Master,Employed,226320.36,189225.83,Education,798,6,1,1
33,Male,Married,Bachelor,Employed,64496.99,148948.91,Car,538,0,0,0
42,Male,Divorced,Bachelor,Employed,97986.26,472585.35,Education,300,5,9,0
33,Male,Divorced,Bachelor,Self-employed,4086993.26,17715927.11,Business,395,1,3,0
43,Female,Divorced,High School,Employed,85909.94,361441.25,Car,351,7,7,0
39,Male,Divorced,Bachelor,Employed,302815.39,552144.4,Education,790,2,0,1
35,Female,Single,Bachelor,Unemployed,222005.44,979615.82,Personal,581,1,0,0
46,Female,Married,Bachelor,Employed,199998.88,84758.94,Business,354,4,0,1
50,Female,Divorced,High School,Employed,3193532.96,4081936.35,Business,720,3,0,1
53,Male,Married,Bachelor,Employed,86601.41,145240.49,Personal,756,6,0,0
47,Female,Divorced,Bachelor,Employed,348487.51,991802.07,Business,425,4,2,0
45,Male,Widowed,Bachelor,Employed,4659806.77,19036181.63,Education,405,1,9,0
52,Female,Divorced,Other,Employed,1270528.54,4234551.83,Car,506,9,0,0
53,Male,Single,Bachelor,Self-employed,365621.38,1410647.65,Other,351,0,2,0
39,Female,Divorced,High School,Employed,92213.81,41820.19,Other,755,7,2,0
39,Male,Widowed,High School,Employed,514354.46,1980578.45,Business,545,7,2,0
38,Female,Single,Bachelor,Employed,1173637.23,5035937.37,Personal,714,4,1,1
54,Female,Widowed,Master,Student,568082.76,932141.99,Car,364,4,0,0
56,Male,Single,Bachelor,Self-employed,573679.89,331275.82,Personal,614,9,2,1
39,Female,Married,Bachelor,Employed,209089.32,218248.78,Car,491,8,1,0
24,Female,Divorced,Bachelor,Employed,483416.74,2302170.02,Other,531,7,0,0
29,Male,Single,Other,Employed,4558690.14,4377831.59,Business,544,5,0,1
33,Male,Single,Other,Employed,1012790.99,783386.44,Other,753,3,0,1
29,Male,Married,Bachelor,Employed,122988.85,220825.64,Business,675,0,1,0
55,Male,Married,High School,Employed,1355747.25,2229382.7,Car,662,4,1,0
68,Male,Widowed,Bachelor,Employed,1908089.46,4571036.18,Business,519,7,0,1
25,Male,Married,Bachelor,Student,1258907.97,671279.09,Business,581,1,1,1
32,Female,Divorced,High School,Employed,2941025.52,4761721.97,Personal,746,4,0,1
54,Male,Widowed,Master,Retired,63133.75,126067.03,Business,653,1,0,0
48,Female,Married,PhD,Employed,303230.3,58864.31,Education,393,5,3,0
53,Male,Single,Bachelor,Employed,174031.58,362840.56,Education,300,5,7,0
42,Male,Married,PhD,Employed,432473.89,1588236.59,Personal,304,8,3,0
49,Female,Married,Master,Student,397758.24,498125.18,Business,375,8,7,0
58,Female,Divorced,High School,Employed,67443.98,287797.51,Business,553,6,1,0
60,Female,Married,High School,Employed,95935.36,250791.47,Education,339,1,0,0
37,Female,Single,High School,Student,132237.04,250914.41,Car,688,5,1,0
31,Female,Single,Bachelor,Employed,941698.49,1712350.45,Car,681,3,1,0
46,Male,Divorced,Master,Employed,70700.29,152620.12,Personal,549,9,1,0
56,Male,Widowed,Bachelor,Employed,1461924.51,444295.16,Business,323,7,7,0
55,Female,Married,Bachelor,Employed,124667.11,538918.11,Car,608,2,1,0
57,Female,Single,Master,Employed,96524.54,376394.06,Other,430,4,3,0
29,Female,Married,Bachelor,Employed,51225.84,224440.96,Car,825,2,0,0
40,Male,Single,Bachelor,Employed,858374.82,2964914.59,Education,659,3,0,0
20,Male,Divorced,Bachelor,Unemployed,3762808.14,8769999.23,Business,300,8,5,0
48,Female,Widowed,Bachelor,Employed,3637385.89,17483027.27,Business,451,0,2,0
21,Male,Married,Master,Employed,66851.05,110833.51,Education,487,6,3,0
24,Female,Married,Master,Employed,954543.12,3683638.08,Business,427,5,7,0
64,Male,Widowed,High School,Employed,382564.13,496816.22,Education,519,3,0,0
45,Female,Widowed,PhD,Employed,1392737.01,4682455.04,Business,300,4,1,0
24,Male,Widowed,Bachelor,Employed,345718.5,675425.93,Car,573,8,2,0
45,Male,Married,Master,Employed,117664.32,98678.24,Education,461,3,4,0
41,Female,Divorced,Master,Self-employed,216507.81,67832.69,Personal,809,9,1,1
49,Female,Widowed,Bachelor,Employed,186478.36,563248.16,Home,353,9,6,0
57,Male,Married,PhD,Employed,1773907.64,2895746.69,Business,362,3,6,0
55,Male,Married,High School,Employed,57482.86,42886.46,Car,574,8,0,0
61,Male,Widowed,High School,Unemployed,3055047.54,7255632.26,Home,434,1,1,0
27,Male,Married,Bachelor,Unemployed,432990.94,513306.64,Other,503,5,1,0
21,Female,Divorced,Master,Self-employed,140625.33,242859.42,Home,785,3,2,0
30,Male,Single,PhD,Employed,1519795.68,4167617.7,Personal,724,4,1,1
20,Female,Widowed,Master,Employed,303754.87,48231.33,Education,833,4,0,1
54,Female,Married,Master,Employed,352580.55,1712229.6,Education,541,4,1,0
49,Male,Married,PhD,Student,469257.29,1349529.83,Other,480,5,5,0
22,Male,Single,High School,Employed,61038.25,101825.11,Personal,519,3,0,0
49,Female,Widowed,High School,Self-employed,464767.8,530671.18,Business,554,0,1,1
25,Female,Widowed,Bachelor,Employed,148406.79,544250.21,Car,417,4,0,0
26,Male,Married,High School,Employed,1487320.81,4349284.03,Home,670,7,1,1
33,Male,Married,Bachelor,Employed,4666608.43,13873471.38,Personal,318,8,2,0
59,Male,Widowed,High School,Unemployed,4983189.18,2557152.84,Education,562,7,2,1
46,Male,Divorced,PhD,Employed,196953.38,868578.25,Business,391,9,7,0
52,Male,Married,Bachelor,Student,61224.67,252329.02,Home,409,3,9,0
59,Male,Married,Other,Employed,389198.82,1707379.0,Personal,586,4,0,0
23,Male,Divorced,High School,Self-employed,703884.84,2809710.59,Business,605,9,1,0
49,Female,Single,High School,Unemployed,343483.72,229244.41,Business,357,6,0,1
58,Female,Widowed,Other,Unemployed,2697363.89,12756587.1,Home,319,5,0,0
26,Female,Divorced,Master,Employed,946887.01,4015354.41,Home,300,4,5,0
31,Female,Widowed,Other,Self-employed,148247.44,64073.9,Personal,435,3,4,0
45,Male,Single,Master,Unemployed,2047060.37,3675232.93,Business,503,9,0,1
41,Male,Single,Master,Employed,1414461.29,5965389.35,Education,774,6,0,1
45,Female,Divorced,Bachelor,Employed,447203.32,1705511.53,Business,567,4,1,0
55,Male,Widowed,High School,Employed,206107.21,352450.05,Education,360,8,2,0
40,Male,Married,Master,Employed,79439.24,224410.1,Home,496,7,7,0
26,Female,Married,High School,Employed,1833733.95,1336474.9,Education,529,4,0,1
52,Female,Divorced,High School,Unemployed,4213569.66,1107288.81,Business,757,3,0,1
26,Female,Single,High School,Unemployed,540847.02,655019.6,Car,594,2,2,0
46,Female,Married,Master,Retired,63894.71,109826.27,Car,348,7,8,0
26,Male,Married,High School,Employed,106332.96,38428.78,Personal,777,4,0,1
38,Male,Single,Bachelor,Employed,845409.04,2029361.79,Education,793,6,0,1
27,Female,Widowed,Bachelor,Employed,1296442.44,2886779.46,Other,436,3,9,0
34,Male,Divorced,High School,Employed,4947503.84,3901285.4,Education,483,7,9,0
55,Female,Single,Bachelor,Employed,463120.19,2307950.24,Business,461,4,5,0
28,Male,Single,Bachelor,Retired,80886.78,33937.4,Personal,600,0,0,1
65,Male,Divorced,Master,Employed,703626.62,3376354.96,Car,308,2,0,0
51,Female,Married,Bachelor,Student,991028.25,324448.69,Education,393,4,5,0
18,Female,Widowed,Bachelor,Employed,82429.0,153986.94,Car,738,4,0,0
52,Female,Single,PhD,Self-employed,63021.21,127979.18,Personal,761,5,2,0
58,Female,Single,High School,Student,329429.79,1136683.7,Personal,391,6,6,0
66,Male,Single,Master,Employed,471806.47,1979310.46,Other,650,8,1,1
52,Male,Widowed,Bachelor,Unemployed,671836.35,1404655.94,Car,574,9,1,1
52,Male,Divorced,High School,Employed,102822.83,245536.79,Education,700,5,0,0
61,Female,Single,Bachelor,Employed,67479.29,112759.0,Car,804,1,1,0
67,Male,Widowed,Bachelor,Employed,651545.06,213501.66,Education,516,8,0,1
22,Male,Single,Bachelor,Student,228489.63,36013.88,Car,713,3,3,1
67,Male,Divorced,Bachelor,Employed,248040.28,447751.76,Business,815,6,0,0
39,Male,Married,High School,Self-employed,1882539.68,8967623.71,Education,495,6,2,0
64,Male,Divorced,Bachelor,Unemployed,90893.58,203791.71,Home,300,8,9,0
29,Female,Divorced,High School,Employed,921574.87,3091217.14,Car,327,4,4,0
27,Female,Widowed,Other,Student,655004.25,537587.29,Personal,517,7,0,0
68,Female,Married,Bachelor,Unemployed,1494120.52,4292804.07,Personal,300,5,1,0
31,Male,Divorced,Bachelor,Employed,2193623.83,966437.07,Personal,404,1,6,0
66,Male,Divorced,Bachelor,Retired,1306715.29,3841772.56,Other,330,6,8,0
46,Female,Divorced,Master,Employed,85613.07,99563.68,Other,722,2,1,0
25,Female,Single,High School,Employed,1022671.85,4747158.69,Car,539,7,1,0
69,Female,Widowed,Master,Employed,782381.93,1906730.47,Car,471,2,7,0
56,Male,Single,Bachelor,Self-employed,2021894.38,1098220.79,Business,635,7,0,1
32,Female,Divorced,High School,Employed,1410963.53,255074.59,Other,340,0,8,0
27,Female,Married,Bachelor,Employed,2187101.4,3382706.26,Education,534,4,0,1
62,Female,Married,High School,Employed,919285.42,2962922.01,Other,621,6,0,1
25,Female,Widowed,High School,Employed,52373.76,238473.83,Other,578,3,0,0
37,Male,Married,High School,Employed,851354.44,1512622.47,Other,338,3,5,0
53,Female,Married,Master,Student,764658.7,3661619.47,Home,737,1,0,1
59,Male,Widowed,High School,Employed,4772062.39,10077950.67,Other,321,6,3,0
66,Male,Widowed,High School,Employed,98700.7,143073.18,Personal,326,6,9,0
40,Female,Married,Bachelor,Self-employed,154150.79,492233.56,Home,454,9,6,0
68,Female,Widowed,PhD,Employed,53085.24,250698.47,Personal,544,3,1,0
24,Female,Divorced,High School,Employed,361976.4,1452199.01,Home,479,1,4,0
57,Female,Widowed,High School,Self-employed,1228442.67,4952663.41,Car,726,4,2,0
61,Male,Divorced,High School,Student,321800.29,1241892.21,Other,801,1,0,0
20,Male,Widowed,Bachelor,Unemployed,3644189.58,17432129.8,Other,668,8,1,0
59,Female,Widowed,Bachelor,Employed,1033448.94,3905806.12,Home,637,0,0,1
67,Male,Married,High School,Employed,1047896.79,4053487.01,Personal,495,6,6,0
21,Male,Single,Bachelor,Employed,179216.66,342382.65,Other,522,7,0,1
47,Female,Divorced,Master,Student,156946.53,216408.81,Home,716,1,0,1
32,Male,Widowed,Master,Employed,4196076.21,15762476.63,Car,535,0,1,0
34,Female,Single,High School,Employed,1133373.46,1430263.43,Business,478,4,3,0
36,Female,Married,High School,Student,628094.74,259515.23,Personal,396,8,6,0
35,Male,Single,Bachelor,Unemployed,147384.4,709771.51,Home,365,7,9,0
20,Female,Divorced,High School,Employed,98228.28,21204.47,Business,839,0,2,0
54,Male,Divorced,Other,Employed,142011.47,590855.4,Other,574,3,0,0
67,Male,Single,Master,Employed,203715.23,658394.79,Education,528,3,0,0
33,Female,Widowed,PhD,Employed,2393067.2,8667057.73,Car,575,6,0,0
47,Female,Single,Master,Unemployed,213106.04,464983.89,Personal,681,2,0,1
35,Male,Single,Master,Employed,53127.14,247476.93,Business,793,7,0,0
68,Female,Widowed,Master,Employed,2279134.0,5437653.06,Personal,444,1,4,0
49,Female,Married,High School,Employed,1910547.03,7406588.67,Personal,477,9,9,0
37,Female,Widowed,High School,Student,223450.63,598805.35,Personal,363,0,5,0
65,Male,Single,Other,Employed,76852.69,185852.98,Car,628,6,0,0
27,Male,Single,Master,Employed,162602.6,679834.94,Personal,517,6,0,0
27,Female,Married,Bachelor,Self-employed,153242.84,569089.04,Home,785,9,1,1
51,Male,Divorced,Other,Employed,354486.53,437213.18,Home,666,2,0,1
39,Male,Divorced,Bachelor,Self-employed,167897.35,652735.52,Home,736,0,0,0
68,Female,Divorced,High School,Employed,439001.46,1667353.37,Car,564,0,2,0
32,Male,Widowed,Bachelor,Employed,4805437.73,14448587.97,Personal,356,5,1,0
33,Male,Widowed,Bachelor,Self-employed,56501.85,143988.61,Business,345,7,3,0
52,Male,Single,Bachelor,Unemployed,669416.22,3161934.66,Education,761,7,0,0
38,Female,Widowed,Other,Self-employed,334911.68,989942.01,Other,685,2,1,0
49,Male,Married,High School,Employed,152441.54,31247.96,Personal,521,2,1,0
29,Female,Divorced,Bachelor,Unemployed,156945.4,57787.51,Car,560,1,0,1
63,Male,Widowed,Master,Self-employed,4281393.38,4348201.43,Business,496,0,6,0
46,Male,Single,Bachelor,Employed,131637.75,28343.61,Other,565,4,1,1
35,Male,Single,Master,Unemployed,50814.11,227066.54,Car,655,2,0,0
35,Female,Single,High School,Employed,411390.71,984949.66,Personal,711,0,0,1
41,Female,Widowed,Bachelor,Unemployed,4909827.73,13944955.91,Car,733,3,0,1
24,Female,Single,High School,Student,117446.66,510279.02,Business,797,1,0,0
56,Female,Widowed,Bachelor,Employed,54081.55,39428.22,Home,642,0,0,1
24,Female,Single,Other,Employed,72620.21,285667.29,Other,750,1,0,0
48,Female,Divorced,High School,Self-employed,4066871.88,4909161.27,Car,331,0,3,0
63,Male,Single,Bachelor,Unemployed,2289281.35,7014218.69,Personal,300,6,4,0
29,Female,Widowed,Other,Employed,436585.24,317123.4,Other,312,7,3,0
44,Male,Married,Master,Employed,148309.3,41990.04,Home,559,8,0,1
44,Female,Divorced,Bachelor,Employed,4712813.84,18267524.32,Education,696,2,0,1
67,Female,Divorced,Bachelor,Student,80398.9,389607.3,Business,667,9,0,0
46,Male,Married,High School,Student,55112.42,212295.29,Personal,378,1,9,0
68,Male,Divorced,Other,Self-employed,1382628.97,4459578.45,Car,470,1,7,0
30,Male,Divorced,Other,Employed,335209.05,569823.62,Car,802,6,1,0
48,Female,Divorced,Bachelor,Student,2232869.9,7164307.4,Business,333,9,2,0
40,Female,Divorced,Bachelor,Unemployed,2378333.76,3516955.34,Business,537,3,0,1
19,Male,Widowed,Master,Self-employed,230534.88,436874.8,Education,315,7,1,0
60,Female,Single,Bachelor,Employed,147129.03,652394.01,Home,460,4,4,0
64,Male,Married,Master,Employed,3991550.3,5633463.3,Car,300,7,2,0
27,Female,Single,Master,Employed,337126.82,498166.7,Personal,554,5,0,0
20,Female,Divorced,Bachelor,Self-employed,542550.61,1102433.7,Home,518,6,0,1
44,Female,Divorced,Bachelor,Student,803853.89,1680210.22,Car,408,0,5,0
64,Male,Married,Master,Self-employed,62573.84,310103.19,Other,414,4,5,0
43,Female,Divorced,Master,Employed,463532.87,1560652.35,Education,598,6,3,0
21,Male,Widowed,Master,Employed,3720409.13,16569485.68,Personal,528,6,0,1
26,Female,Divorced,Bachelor,Employed,111801.13,513093.6,Business,802,0,0,0
25,Female,Widowed,Other,Employed,99031.16,217016.56,Car,383,4,8,0
37,Female,Divorced,Master,Self-employed,501840.48,461950.26,Education,300,5,1,0
61,Female,Divorced,Other,Employed,61421.5,33374.16,Car,537,8,1,1
29,Female,Married,Bachelor,Self-employed,223297.4,696350.07,Home,540,0,0,0
52,Male,Widowed,High School,Self-employed,523734.38,1977429.37,Business,351,4,2,0
36,Male,Married,Bachelor,Employed,931205.87,3018881.34,Business,701,4,1,0
23,Male,Divorced,High School,Employed,85874.61,63671.21,Business,710,9,0,0
47,Female,Widowed,Bachelor,Employed,1335658.55,3238704.37,Personal,418,4,3,0
67,Male,Divorced,High School,Employed,2899062.08,6444403.58,Education,476,6,8,0
23,Male,Widowed,Bachelor,Employed,311784.02,297946.32,Other,300,3,3,0
19,Male,Single,Bachelor,Employed,415104.13,1311033.05,Education,438,3,6,0
26,Male,Widowed,Master,Employed,88216.46,105665.17,Personal,526,8,0,0
55,Female,Widowed,High School,Employed,539934.8,2397949.43,Education,746,8,0,0
38,Male,Single,Bachelor,Employed,340793.39,104122.1,Education,695,1,0,1
55,Female,Married,Bachelor,Employed,4852107.17,19467035.37,Car,651,7,1,1
59,Male,Single,High School,Student,1138440.68,2952806.87,Business,422,0,7,0
60,Male,Married,Master,Employed,97906.2,434605.73,Other,527,1,1,0
29,Female,Widowed,Bachelor,Employed,185017.85,869596.42,Home,573,3,0,0
40,Female,Married,Master,Employed,97779.34,274971.72,Other,807,6,2,0
25,Female,Widowed,Master,Employed,51477.11,175024.97,Other,746,4,0,0
50,Female,Married,PhD,Employed,2378901.92,6296962.26,Home,475,8,0,1
27,Male,Married,Bachelor,Student,774679.64,110184.05,Car,307,5,2,1
34,Male,Married,High School,Unemployed,2275119.81,6470469.07,Other,382,5,7,0
32,Male,Widowed,Master,Employed,80084.56,284016.1,Home,583,3,0,0
47,Female,Widowed,Bachelor,Employed,138384.35,476582.07,Education,434,3,0,0
65,Female,Single,Bachelor,Self-employed,3008933.04,7678117.08,Home,630,2,1,1
25,Female,Single,Master,Employed,2774357.61,12980140.23,Personal,816,0,1,0
33,Male,Divorced,High School,Student,217608.19,122537.45,Education,357,8,0,0
44,Male,Married,Bachelor,Retired,3211907.46,10179322.7,Home,842,1,1,1
42,Female,Widowed,High School,Employed,358385.7,702714.42,Personal,690,7,0,1
36,Male,Single,High School,Employed,718553.19,100942.43,Car,659,2,0,1
51,Female,Married,Bachelor,Self-employed,764573.18,3161772.35,Other,464,7,7,0
66,Male,Married,High School,Retired,2535264.9,7234989.22,Car,634,3,1,1
22,Male,Married,Other,Self-employed,2493621.08,7686214.8,Other,494,2,0,0
22,Female,Widowed,Master,Self-employed,142617.58,600286.56,Personal,357,3,3,0
49,Male,Widowed,High School,Unemployed,222998.82,1098015.82,Business,307,4,8,0
42,Male,Divorced,High School,Employed,250681.11,134136.01,Personal,428,4,2,0
